file,sequence_id,frame_index,layer,cluster,left_global_id,right_global_id,left_slot,right_slot,slot_delta,center_dx_m,center_dy_m,center_xy_distance_m,model_surface_gap_x_m,relation
C04_F00_same_geom_start.ply,C04,0,1,left,4,5,4,5,1,1.2350000000000003,0.0,1.2350000000000003,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F01_nearest_neighbor_trap.ply,C04,1,1,left,0,1,0,1,1,1.2349999999999999,0.04,1.2356476034857187,0.02850006599999988,DIRECT_CLUSTER_NEIGHBOR
C04_F01_nearest_neighbor_trap.ply,C04,1,1,left,1,2,1,2,1,1.2349999999999999,-0.04,1.2356476034857187,0.02850006599999988,DIRECT_CLUSTER_NEIGHBOR
C04_F01_nearest_neighbor_trap.ply,C04,1,1,left,2,3,2,3,1,1.2350000000000003,0.04,1.2356476034857191,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F01_nearest_neighbor_trap.ply,C04,1,1,left,3,4,3,4,1,1.2349999999999994,-0.04,1.2356476034857182,0.028500065999999435,DIRECT_CLUSTER_NEIGHBOR
C04_F01_nearest_neighbor_trap.ply,C04,1,1,left,4,5,4,5,1,1.2350000000000003,0.04,1.2356476034857191,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,0,1,0,1,1,1.2349999999999999,0.05,1.2360117313359125,0.02850006599999988,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,1,2,1,2,1,1.2350000000000003,-0.03,1.235364318733547,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,2,3,2,3,1,1.2349999999999994,0.02,1.235161932703562,0.028500065999999435,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,3,4,3,4,1,1.2350000000000003,-0.03,1.235364318733547,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,4,5,4,5,1,1.2350000000000003,0.05,1.236011731335913,0.028500066000000324,DIRECT_CLUSTER_NEIGHBOR
C04_F02_same_spec_new_after_shift.ply,C04,2,1,left,5,6,5,6,1,1.4264999339999989,-0.08,1.4287414257667483,0.21999999999999886,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,0,1,0,1,1,1.2550000000000003,0.03,1.2553585145288182,0.04850006600000034,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,1,2,1,2,1,1.255,-0.01,1.255039840005089,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,2,3,2,3,1,1.255,0.0,1.255,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,3,4,3,4,1,1.255,-0.01,1.255039840005089,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,4,5,4,5,1,1.255,0.03,1.2553585145288177,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F03_same_geom_partial_center.ply,C04,3,1,left,5,6,5,6,1,1.4464999340000002,-0.06,1.4477437822563788,0.2400000000000002,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,0,1,0,1,1,1.255,0.03,1.2553585145288177,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,1,2,1,2,1,1.255,-0.01,1.255039840005089,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,2,3,2,3,1,1.255,0.0,1.255,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,3,4,3,4,1,1.255,-0.01,1.255039840005089,0.0485000659999999,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,4,5,4,5,1,1.2550000000000008,0.03,1.2553585145288186,0.048500066000000785,DIRECT_CLUSTER_NEIGHBOR
C04_F04_same_geom_occluded.ply,C04,4,1,left,5,6,5,6,1,1.4464999340000002,-0.06,1.4477437822563788,0.2400000000000002,DIRECT_CLUSTER_NEIGHBOR
C05_F00_combo_start.ply,C05,0,1,left,0,1,0,1,1,1.223,0.02,1.2231635213658067,0.024750064000000238,DIRECT_CLUSTER_NEIGHBOR
C05_F00_combo_start.ply,C05,0,1,left,1,2,1,2,1,1.248,-0.02,1.2481602461222678,0.024750027999999924,DIRECT_CLUSTER_NEIGHBOR
C05_F00_combo_start.ply,C05,0,1,left,2,3,2,3,1,1.2350000000000003,0.02,1.2351619327035628,0.025000081000000396,DIRECT_CLUSTER_NEIGHBOR
C05_F01_new_and_occluded_far_gap.ply,C05,1,1,left,0,1,0,1,1,1.273,-0.02,1.2731570994971515,0.07475006400000006,DIRECT_CLUSTER_NEIGHBOR
C05_F01_new_and_occluded_far_gap.ply,C05,1,1,left,1,2,1,2,1,1.3279999999999998,0.03,1.3283388122011641,0.10475002799999977,DIRECT_CLUSTER_NEIGHBOR
C05_F01_new_and_occluded_far_gap.ply,C05,1,1,left,2,3,2,3,1,1.335,-0.03,1.3353370361073642,0.12500008100000004,DIRECT_CLUSTER_NEIGHBOR
C05_F01_new_and_occluded_far_gap.ply,C05,1,1,left,3,4,3,4,1,1.6899999380000006,0.09,1.6923946910930694,0.5000000000000007,DIRECT_CLUSTER_NEIGHBOR
C05_F02_occluded_returns_partial.ply,C05,2,1,left,0,1,0,1,1,1.303,0.01,1.303038372420398,0.10475006400000009,DIRECT_CLUSTER_NEIGHBOR
C05_F02_occluded_returns_partial.ply,C05,2,1,left,1,2,1,2,1,1.388,-0.01,1.38803602258731,0.16475002799999983,DIRECT_CLUSTER_NEIGHBOR
C05_F02_occluded_returns_partial.ply,C05,2,1,left,2,3,2,3,1,1.375,0.0,1.375,0.16500008100000008,DIRECT_CLUSTER_NEIGHBOR
C05_F02_occluded_returns_partial.ply,C05,2,1,left,3,4,3,4,1,1.7499999380000002,0.05,1.7507140780264505,0.5600000000000003,DIRECT_CLUSTER_NEIGHBOR
C05_F03_continued_loading_partial.ply,C05,3,1,left,0,1,0,1,1,1.323,0.03,1.3233400923421008,0.1247500640000001,DIRECT_CLUSTER_NEIGHBOR
C05_F03_continued_loading_partial.ply,C05,3,1,left,1,2,1,2,1,1.4080000000000004,-0.03,1.408319566007659,0.1847500280000003,DIRECT_CLUSTER_NEIGHBOR
C05_F03_continued_loading_partial.ply,C05,3,1,left,2,3,2,3,1,1.3949999999999996,0.02,1.3951433618091005,0.18500008099999965,DIRECT_CLUSTER_NEIGHBOR
C05_F03_continued_loading_partial.ply,C05,3,1,left,3,4,3,4,1,1.7699999380000007,0.03,1.7702541570407357,0.5800000000000007,DIRECT_CLUSTER_NEIGHBOR
C05_F03_continued_loading_partial.ply,C05,3,1,left,4,5,4,5,1,1.409999998,-0.09,1.4128694187220558,0.21999999999999997,DIRECT_CLUSTER_NEIGHBOR
C05_F04_combo_recovered.ply,C05,4,1,left,0,1,0,1,1,1.3130000000000002,0.04,1.3136091503944392,0.11475006400000032,DIRECT_CLUSTER_NEIGHBOR
C05_F04_combo_recovered.ply,C05,4,1,left,1,2,1,2,1,1.3980000000000001,-0.02,1.398143054197245,0.17475002800000006,DIRECT_CLUSTER_NEIGHBOR
C05_F04_combo_recovered.ply,C05,4,1,left,2,3,2,3,1,1.3849999999999998,0.0,1.3849999999999998,0.17500008099999986,DIRECT_CLUSTER_NEIGHBOR
C05_F04_combo_recovered.ply,C05,4,1,left,3,4,3,4,1,1.759999938,0.04,1.760454424789237,0.5700000000000001,DIRECT_CLUSTER_NEIGHBOR
C05_F04_combo_recovered.ply,C05,4,1,left,4,5,4,5,1,1.3999999980000002,-0.08,1.402283849439906,0.2100000000000002,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,0,1,0,1,1,1.223,0.0,1.223,0.024750064000000238,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,1,2,1,2,1,1.248,0.0,1.248,0.024750027999999924,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,2,3,2,3,1,1.2350000000000003,0.0,1.2350000000000003,0.025000081000000396,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,3,4,3,4,1,1.2149999999999999,0.0,1.2149999999999999,0.025000061999999934,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,4,5,4,5,1,1.2149999999999999,0.0,1.2149999999999999,0.025000001999999855,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,5,6,5,6,1,1.2570000000000006,0.0,1.2570000000000006,0.02524957100000047,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,6,7,6,7,1,1.2619999999999987,0.0,1.2619999999999987,0.025249575999998664,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,7,8,7,8,1,1.2230000000000008,0.0,1.2230000000000008,0.024750064000000904,DIRECT_CLUSTER_NEIGHBOR
C06_F00_full_l1_start.ply,C06,0,1,full_L1,8,9,8,9,1,1.2490000000000006,0.0,1.2490000000000006,0.02575002800000048,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,0,1,0,1,1,1.229,0.01,1.2290406828091576,0.030750064000000243,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,1,2,1,2,1,1.2539999999999998,-0.01,1.2540398717744183,0.030750027999999707,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,2,3,2,3,1,1.241,0.01,1.241040289434634,0.03100008100000018,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,3,4,3,4,1,1.221,-0.01,1.2210409493542795,0.03100006200000016,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,4,5,4,5,1,1.221,0.01,1.2210409493542795,0.031000002000000082,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,5,6,5,6,1,1.263,-0.01,1.2630395876614477,0.03124957099999981,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,6,7,6,7,1,1.2680000000000007,0.01,1.2680394315635464,0.031249576000000667,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,7,8,7,8,1,1.2289999999999992,-0.01,1.2290406828091567,0.030750063999999355,DIRECT_CLUSTER_NEIGHBOR
C06_F01_layer2_new_yaw.ply,C06,1,1,full_L1,8,9,8,9,1,1.2550000000000008,0.01,1.25503984000509,0.03175002800000071,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,0,1,0,1,1,1.2249999999999999,0.002,1.225001632651973,0.026750064000000018,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,1,2,1,2,1,1.25,-0.002,1.250001599998976,0.026750027999999926,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,2,3,2,3,1,1.237,0.002,1.2370016168138183,0.027000081000000176,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,3,4,3,4,1,1.2169999999999996,-0.002,1.2170016433842639,0.027000061999999714,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,4,5,4,5,1,1.2170000000000005,0.002,1.2170016433842648,0.027000002000000523,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,5,6,5,6,1,1.2589999999999995,-0.002,1.2590015885613484,0.027249570999999362,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,6,7,6,7,1,1.2640000000000011,0.002,1.2640015822774917,0.027249576000001108,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,7,8,7,8,1,1.2249999999999996,-0.002,1.2250016326519728,0.026750063999999796,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,1,full_L1,8,9,8,9,1,1.2509999999999994,0.002,1.2510015987200012,0.02775002799999937,DIRECT_CLUSTER_NEIGHBOR
C06_F02_second_layer2_new.ply,C06,2,2,layer2,20,21,0,1,1,2.34,-0.07,2.34104677441524,1.141750064,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,0,1,0,1,1,1.225,0.006,1.2250146937894255,0.02675006400000024,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,1,2,1,2,1,1.2499999999999998,-0.006,1.2500143999170568,0.026750027999999704,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,2,3,2,3,1,1.237,0.006,1.2370145512482869,0.027000081000000176,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,3,4,3,4,1,1.2170000000000005,-0.006,1.2170147903784905,0.027000062000000602,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,4,5,4,5,1,1.2169999999999996,0.006,1.2170147903784896,0.027000001999999634,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,5,6,5,6,1,1.2590000000000003,-0.006,1.259014296979983,0.02724957100000025,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,6,7,6,7,1,1.2639999999999993,0.006,1.264014240426111,0.02724957599999933,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,7,8,7,8,1,1.2249999999999996,-0.006,1.225014693789425,0.026750063999999796,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,1,full_L1,8,9,8,9,1,1.2510000000000012,0.006,1.2510143884064655,0.027750028000001148,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,2,layer2,20,21,0,1,1,2.34,-0.09,2.3417301296263835,1.141750064,DIRECT_CLUSTER_NEIGHBOR
C06_F03_layer2_new_lower_occluded.ply,C06,3,2,layer2,21,22,1,2,1,2.41,0.12,2.412985702402731,1.186750028,DIRECT_CLUSTER_NEIGHBOR
C06_F04_layer2_motion_lower_return.ply,C06,4,1,full_L1,0,1,0,1,1,1.225,0.006,1.2250146937894255,0.02675006400000024,DIRECT_CLUSTER_NEIGHBOR
