file,sequence_id,frame_index,upper_global_id,upper_slot,lower_left_global_id,lower_right_global_id,support_center_x,support_center_y,support_center_z,upper_center_x,upper_center_y,upper_center_z,support_offset_xy_m,relation
D03_F01_new_support1.ply,D03,1,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D03_F02_new_support7.ply,D03,2,11,1,1,2,2.83,0.0,1.6183987179478947,2.89,0.0,1.6183987179478947,0.06000000000000005,SUPPORTED_BY
D03_F02_new_support7.ply,D03,2,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D03_F03_multi_new_support3_5.ply,D03,3,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D03_F03_multi_new_support3_5.ply,D03,3,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D03_F03_multi_new_support3_5.ply,D03,3,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D03_F03_multi_new_support3_5.ply,D03,3,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.099999999999998,0.0,1.6183987179478947,0.05000000000000071,SUPPORTED_BY
D04_F01_top_new_support2.ply,D04,1,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D04_F02_top_new_support3.ply,D04,2,12,2,2,3,4.05,0.0,1.6183987179478947,4.08,0.0,1.6183987179478947,0.03000000000000025,SUPPORTED_BY
D04_F02_top_new_support3.ply,D04,2,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D04_F03_top_upper_motion.ply,D04,3,12,2,2,3,4.05,0.0,1.6183987179478947,4.13,0.0,1.6183987179478947,0.08000000000000007,SUPPORTED_BY
D04_F03_top_upper_motion.ply,D04,3,13,3,3,4,5.27,0.0,1.6183987179478947,5.199999999999999,0.0,1.6183987179478947,0.07000000000000028,SUPPORTED_BY
D05_F00_bootstrap_double_layer.ply,D05,0,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F00_bootstrap_double_layer.ply,D05,0,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F00_bootstrap_double_layer.ply,D05,0,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F01_bootstrap_then_new_support7.ply,D05,1,11,1,1,2,2.83,0.0,1.6183987179478947,2.86,0.0,1.6183987179478947,0.029999999999999805,SUPPORTED_BY
D05_F01_bootstrap_then_new_support7.ply,D05,1,13,3,3,4,5.27,0.0,1.6183987179478947,5.2299999999999995,0.0,1.6183987179478947,0.040000000000000036,SUPPORTED_BY
D05_F01_bootstrap_then_new_support7.ply,D05,1,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F01_bootstrap_then_new_support7.ply,D05,1,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F02_bootstrap_followup.ply,D05,2,11,1,1,2,2.83,0.0,1.6183987179478947,2.89,0.0,1.6183987179478947,0.06000000000000005,SUPPORTED_BY
D05_F02_bootstrap_followup.ply,D05,2,13,3,3,4,5.27,0.0,1.6183987179478947,5.25,0.0,1.6183987179478947,0.019999999999999574,SUPPORTED_BY
D05_F02_bootstrap_followup.ply,D05,2,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D05_F02_bootstrap_followup.ply,D05,2,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.189999999999998,0.0,1.6183987179478947,0.03999999999999915,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F00_bootstrap_topdown_heavy.ply,D06,0,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,11,1,1,2,2.83,0.0,1.6183987179478947,2.85,0.0,1.6183987179478947,0.020000000000000018,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,15,5,5,6,7.71,0.0,1.6183987179478947,7.68,0.0,1.6183987179478947,0.03000000000000025,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F01_topdown_add_eighth.ply,D06,1,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.63,0.0,1.6183987179478947,0.020000000000000018,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,12,2,2,3,4.05,0.0,1.6183987179478947,4.03,0.0,1.6183987179478947,0.019999999999999574,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,14,4,4,5,6.49,0.0,1.6183987179478947,6.5200000000000005,0.0,1.6183987179478947,0.03000000000000025,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D06_F02_topdown_all_eight_settle.ply,D06,2,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.12,0.0,1.6183987179478947,0.02999999999999936,SUPPORTED_BY
D07_F00_support_identity_start.ply,D07,0,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D07_F00_support_identity_start.ply,D07,0,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D07_F00_support_identity_start.ply,D07,0,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D07_F00_support_identity_start.ply,D07,0,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D07_F01_support_offsets.ply,D07,1,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.95,0.0,1.6183987179478947,0.3400000000000001,SUPPORTED_BY
D07_F01_support_offsets.ply,D07,1,12,2,2,3,4.05,0.0,1.6183987179478947,3.7399999999999998,0.0,1.6183987179478947,0.31000000000000005,SUPPORTED_BY
D07_F01_support_offsets.ply,D07,1,14,4,4,5,6.49,0.0,1.6183987179478947,6.78,0.0,1.6183987179478947,0.29000000000000004,SUPPORTED_BY
D07_F01_support_offsets.ply,D07,1,16,6,6,7,8.93,0.0,1.6183987179478947,8.6,0.0,1.6183987179478947,0.33000000000000007,SUPPORTED_BY
D07_F02_support_offsets_rebound.ply,D07,2,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.71,0.0,1.6183987179478947,0.10000000000000009,SUPPORTED_BY
D07_F02_support_offsets_rebound.ply,D07,2,12,2,2,3,4.05,0.0,1.6183987179478947,3.9299999999999997,0.0,1.6183987179478947,0.1200000000000001,SUPPORTED_BY
D07_F02_support_offsets_rebound.ply,D07,2,14,4,4,5,6.49,0.0,1.6183987179478947,6.57,0.0,1.6183987179478947,0.08000000000000007,SUPPORTED_BY
D07_F02_support_offsets_rebound.ply,D07,2,16,6,6,7,8.93,0.0,1.6183987179478947,8.84,0.0,1.6183987179478947,0.08999999999999986,SUPPORTED_BY
D08_F00_locked_foundation_start.ply,D08,0,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D08_F00_locked_foundation_start.ply,D08,0,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D08_F01_foundation_hard_shift.ply,D08,1,13,3,3,4,5.37,0.0,1.6183987179478947,5.37,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D08_F01_foundation_hard_shift.ply,D08,1,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D08_F02_foundation_returns.ply,D08,2,13,3,3,4,5.27,0.0,1.6183987179478947,5.289999999999999,0.0,1.6183987179478947,0.019999999999999574,SUPPORTED_BY
D08_F02_foundation_returns.ply,D08,2,15,5,5,6,7.71,0.0,1.6183987179478947,7.69,0.0,1.6183987179478947,0.019999999999999574,SUPPORTED_BY
D09_F00_upper_support_start.ply,D09,0,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D09_F01_upper_off_support.ply,D09,1,14,4,4,5,6.49,0.0,1.6183987179478947,7.2700000000000005,0.0,1.6183987179478947,0.7800000000000002,ABNORMAL_OFF_SUPPORT
D09_F02_upper_back_on_support.ply,D09,2,14,4,4,5,6.49,0.0,1.6183987179478947,6.53,0.0,1.6183987179478947,0.040000000000000036,SUPPORTED_BY
D10_F01_multi_new_0_7.ply,D10,1,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F01_multi_new_0_7.ply,D10,1,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F02_multi_new_1_6.ply,D10,2,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F02_multi_new_1_6.ply,D10,2,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F02_multi_new_1_6.ply,D10,2,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F02_multi_new_1_6.ply,D10,2,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F03_multi_new_2_5.ply,D10,3,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F04_multi_new_3_4_reach8.ply,D10,4,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,10,0,0,1,1.6099999999999999,0.0,1.6183987179478947,1.6099999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,11,1,1,2,2.83,0.0,1.6183987179478947,2.83,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,12,2,2,3,4.05,0.0,1.6183987179478947,4.05,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,13,3,3,4,5.27,0.0,1.6183987179478947,5.27,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,14,4,4,5,6.49,0.0,1.6183987179478947,6.49,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,15,5,5,6,7.71,0.0,1.6183987179478947,7.71,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,16,6,6,7,8.93,0.0,1.6183987179478947,8.93,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,17,7,7,8,10.149999999999999,0.0,1.6183987179478947,10.149999999999999,0.0,1.6183987179478947,0.0,SUPPORTED_BY
D10_F05_illegal_ninth_support8.ply,D10,5,18,8,8,9,11.370000000000001,0.0,1.6183987179478947,11.370000000000001,0.0,1.6183987179478947,0.0,SUPPORTED_BY
