file,sequence_id,frame_index,scene_name,global_id,instance_id,layer,slot,cluster,visibility,is_new,source_prototype,point_count,center_x,center_y,center_z,yaw_deg,diameter_nominal,length_nominal,dx_from_prev,dy_from_prev,dz_from_prev,observation,severity,occlusion_side,target_x,target_y,target_z,note
P01_F03_yaw_p3.ply,P01,3,yaw_p3,2,473,1,2,single,VISIBLE,0,mask_14_f.ply,7339,5.0,0,0.6600000047683716,3.0,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis
P01_F04_yaw_n5.ply,P01,4,yaw_n5,2,424,1,2,single,VISIBLE,0,mask_14_f.ply,7339,5.0,0,0.6600000047683716,-5.0,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis
P01_F05_moveX_p20.ply,P01,5,moveX_p20,2,164,1,2,single,VISIBLE,0,mask_14_f.ply,7144,5.2,0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,roll_mild,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
P01_F06_moveX_p45_yaw_p4.ply,P01,6,moveX_p45_yaw_p4,2,364,1,2,single,VISIBLE,0,mask_14_f.ply,6400,5.45,0,0.6600000047683716,4.0,1.2400000095367432,1.6900005340576172,,,,roll_heavy,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
P01_F07_partial_mild.ply,P01,7,partial_mild,2,966,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,6498,5.0,0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.15,left,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis | V3: edge occlusion side=left; central band preserved.
P01_F08_partial_heavy.ply,P01,8,partial_heavy,2,683,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,4515,5.0,0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.55,both,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis | V3: edge occlusion side=both; central band preserved.
P01_F09_top_dominant.ply,P01,9,top_dominant,2,667,1,2,single,VISIBLE,0,mask_14_f.ply,5673,5.0,0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,top_view,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis
P01_F10_side_dominant.ply,P01,10,side_dominant,2,756,1,2,single,VISIBLE,0,mask_14_f.ply,4653,5.0,0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,side_view,0.0,none,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis
P01_F11_degraded.ply,P01,11,degraded,2,456,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,5046,5.1,0,0.6600000047683716,2.0,1.2400000095367432,1.6900005340576172,,,,degraded,0.35,right,,,,single-coil observation stress; rollObs changes visible point sampling without rigid rotation around coil axis | V3: edge occlusion side=right; central band preserved.
P02_F00_edgeOcc_baseline.ply,P02,0,edgeOcc_baseline,2,315,1,2,single,VISIBLE,0,mask_14_f.ply,7339,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,No occlusion baseline for edge-occlusion sanity check.
P02_F01_edgeOcc_left_mild.ply,P02,1,edgeOcc_left_mild,2,315,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,6438,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.18,left,,,,Left-neighbor occlusion: only left outer region is reduced; center stays visible. | V3: edge occlusion side=left; central band preserved.
P02_F02_edgeOcc_right_mild.ply,P02,2,edgeOcc_right_mild,2,315,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,6594,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.18,right,,,,Right-neighbor occlusion: only right outer region is reduced; center stays visible. | V3: edge occlusion side=right; central band preserved.
P02_F03_edgeOcc_both_mild.ply,P02,3,edgeOcc_both_mild,2,315,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,5829,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.22,both,,,,Two-neighbor occlusion: both outer sides are reduced; center stays visible. | V3: edge occlusion side=both; central band preserved.
P02_F04_edgeOcc_both_heavy.ply,P02,4,edgeOcc_both_heavy,2,315,1,2,single,PARTIAL_VISIBLE,0,mask_14_f.ply,4546,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,partial,0.55,both,,,,Heavy two-side occlusion; central/top region is deliberately preserved. | V3: edge occlusion side=both; central band preserved.
P02_F05_rollHeavy_noHole.ply,P02,5,rollHeavy_noHole,2,315,1,2,single,VISIBLE,0,mask_14_f.ply,6391,5.0,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,roll_heavy,0.0,none,,,,Heavy rolling observation change without any large contiguous angular or central deletion. | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F00_left_growth_3.ply,S01,0,left_growth_3,0,933,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F00_left_growth_3.ply,S01,0,left_growth_3,1,703,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F00_left_growth_3.ply,S01,0,left_growth_3,2,128,1,2,left,VISIBLE,0,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,-1.0,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F01_left_growth_4.ply,S01,1,left_growth_4,0,658,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6849999690055848,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,0.06000000000000005,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F01_left_growth_4.ply,S01,1,left_growth_4,1,471,1,1,left,VISIBLE,0,mask_12_f.ply,7433,1.9482499051094055,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,0.10000000000000009,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F01_left_growth_4.ply,S01,1,left_growth_4,2,853,1,2,left,VISIBLE,0,mask_14_f.ply,7159,3.2164998769760134,0.0,0.6600000047683716,-1.0,1.2400000095367432,1.6900005340576172,0.12000000000000055,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F01_left_growth_4.ply,S01,1,left_growth_4,3,953,1,3,left,VISIBLE,1,mask_1_f.ply,8255,4.451499795913697,0.0,0.6299999141693116,2.5,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,4.451499795913697,0.0,0.6299999141693116,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F02_left_growth_5.ply,S01,2,left_growth_5,0,500,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.7049999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,0.019999999999999907,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F02_left_growth_5.ply,S01,2,left_growth_5,1,943,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.9882499051094054,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,0.039999999999999813,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F02_left_growth_5.ply,S01,2,left_growth_5,2,406,1,2,left,VISIBLE,0,mask_14_f.ply,7111,3.276499876976013,0.0,0.6600000047683716,-1.0,1.2400000095367432,1.6900005340576172,0.05999999999999961,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F02_left_growth_5.ply,S01,2,left_growth_5,3,427,1,3,left,VISIBLE,0,mask_1_f.ply,8114,4.531499795913696,0.0,0.6299999141693116,2.5,1.179999828338623,1.6600008010864258,0.07999999999999918,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F02_left_growth_5.ply,S01,2,left_growth_5,4,389,1,4,left,VISIBLE,1,mask_5_f.ply,8733,5.746499733924866,0.0,0.640000023841858,-2,1.2000000476837158,1.619999885559082,,,,clean,0.0,none,5.746499733924866,0.0,0.640000023841858,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F03_left_growth_6.ply,S01,3,left_growth_6,0,461,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.7249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,0.020000000000000018,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F03_left_growth_6.ply,S01,3,left_growth_6,1,214,1,1,left,VISIBLE,0,mask_12_f.ply,7608,2.0282499051094054,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,0.040000000000000036,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F03_left_growth_6.ply,S01,3,left_growth_6,2,280,1,2,left,VISIBLE,0,mask_14_f.ply,7339,3.336499876976013,0.0,0.6600000047683716,-1.0,1.2400000095367432,1.6900005340576172,0.06000000000000005,0.0,0.0,clean,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly
S01_F03_left_growth_6.ply,S01,3,left_growth_6,3,389,1,3,left,VISIBLE,0,mask_1_f.ply,8051,4.611499795913697,0.0,0.6299999141693116,2.5,1.179999828338623,1.6600008010864258,0.08000000000000096,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F03_left_growth_6.ply,S01,3,left_growth_6,4,538,1,4,left,VISIBLE,0,mask_5_f.ply,8548,5.846499733924866,0.0,0.640000023841858,-2,1.2000000476837158,1.619999885559082,0.10000000000000053,0.0,0.0,roll_mild,0.0,none,,,,left-edge cluster grows toward middle; local old coils may shift slightly | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S01_F03_left_growth_6.ply,S01,3,left_growth_6,5,761,1,5,left,VISIBLE,1,mask_6_f.ply,6518,7.061499731540681,0.0,0.6299999737739563,1,1.1799999475479126,1.619999885559082,,,,clean,0.0,none,7.061499731540681,0.0,0.6299999737739563,left-edge cluster grows toward middle; local old coils may shift slightly
S02_F00_right_growth_3.ply,S02,0,right_growth_3,9,932,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-1,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F00_right_growth_3.ply,S02,0,right_growth_3,8,837,1,8,right,VISIBLE,0,mask_12_f.ply,7608,13.151750094890595,0.0,0.6432499670982361,3,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F00_right_growth_3.ply,S02,0,right_growth_3,7,521,1,7,right,VISIBLE,0,mask_14_f.ply,7339,11.903500123023987,0.0,0.6600000047683716,-2,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F01_right_growth_4.ply,S02,1,right_growth_4,9,387,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-1,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F01_right_growth_4.ply,S02,1,right_growth_4,8,523,1,8,right,VISIBLE,0,mask_12_f.ply,7401,13.151750094890595,0.0,0.6432499670982361,3,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,roll_mild,0.0,none,,,,right-edge cluster grows toward middle | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S02_F01_right_growth_4.ply,S02,1,right_growth_4,7,556,1,7,right,VISIBLE,0,mask_14_f.ply,7166,11.903500123023987,0.0,0.6600000047683716,-2,1.2400000095367432,1.6900005340576172,0.0,0.0,0.0,roll_mild,0.0,none,,,,right-edge cluster grows toward middle | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S02_F01_right_growth_4.ply,S02,1,right_growth_4,6,158,1,6,right,VISIBLE,1,mask_1_f.ply,8255,10.668500204086303,0.0,0.6299999141693116,1,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,10.668500204086303,0.0,0.6299999141693116,right-edge cluster grows toward middle
S02_F02_right_growth_5.ply,S02,2,right_growth_5,9,979,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-1,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F02_right_growth_5.ply,S02,2,right_growth_5,8,526,1,8,right,VISIBLE,0,mask_12_f.ply,7608,13.151750094890595,0.0,0.6432499670982361,3,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,clean,0.0,none,,,,right-edge cluster grows toward middle
S02_F02_right_growth_5.ply,S02,2,right_growth_5,7,200,1,7,right,VISIBLE,0,mask_14_f.ply,7168,11.903500123023987,0.0,0.6600000047683716,-2,1.2400000095367432,1.6900005340576172,0.0,0.0,0.0,roll_mild,0.0,none,,,,right-edge cluster grows toward middle | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S02_F02_right_growth_5.ply,S02,2,right_growth_5,6,694,1,6,right,VISIBLE,0,mask_1_f.ply,8092,10.668500204086303,0.0,0.6299999141693116,1,1.179999828338623,1.6600008010864258,0.0,0.0,0.0,roll_mild,0.0,none,,,,right-edge cluster grows toward middle | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S02_F02_right_growth_5.ply,S02,2,right_growth_5,5,131,1,5,right,VISIBLE,1,mask_5_f.ply,8733,9.453500266075133,0.0,0.640000023841858,-3,1.2000000476837158,1.619999885559082,,,,clean,0.0,none,9.453500266075133,0.0,0.640000023841858,right-edge cluster grows toward middle
S03_F00_two_sides_4.ply,S03,0,two_sides_4,0,732,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0999999999999996,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F00_two_sides_4.ply,S03,0,two_sides_4,1,309,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,-0.7,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F00_two_sides_4.ply,S03,0,two_sides_4,8,694,1,8,right,VISIBLE,0,mask_7_f.ply,7117,13.113249607086182,0.0,0.681750454902649,-2.0999999999999996,1.2835009098052979,1.5699987411499023,,,,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F00_two_sides_4.ply,S03,0,two_sides_4,9,969,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-0.7,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F01_two_sides_5.ply,S03,1,two_sides_5,0,397,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0999999999999996,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F01_two_sides_5.ply,S03,1,two_sides_5,1,590,1,1,left,VISIBLE,0,mask_12_f.ply,7441,1.8482499051094055,0.0,0.6432499670982361,-0.7,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F01_two_sides_5.ply,S03,1,two_sides_5,2,424,1,2,left,VISIBLE,1,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,0.7,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,3.096499876976013,0.0,0.6600000047683716,two edge clusters with a normal large middle free region
S03_F01_two_sides_5.ply,S03,1,two_sides_5,8,947,1,8,right,VISIBLE,0,mask_7_f.ply,6921,13.113249607086182,0.0,0.681750454902649,-2.0999999999999996,1.2835009098052979,1.5699987411499023,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F01_two_sides_5.ply,S03,1,two_sides_5,9,465,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-0.7,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F02_two_sides_6.ply,S03,2,two_sides_6,0,469,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0999999999999996,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F02_two_sides_6.ply,S03,2,two_sides_6,1,374,1,1,left,VISIBLE,0,mask_12_f.ply,7418,1.8482499051094055,0.0,0.6432499670982361,-0.7,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F02_two_sides_6.ply,S03,2,two_sides_6,2,332,1,2,left,VISIBLE,0,mask_14_f.ply,7150,3.096499876976013,0.0,0.6600000047683716,0.7,1.2400000095367432,1.6900005340576172,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F02_two_sides_6.ply,S03,2,two_sides_6,7,793,1,7,right,VISIBLE,1,mask_6_f.ply,6518,11.856499178409576,0.0,0.6299999737739563,2.0999999999999996,1.1799999475479126,1.619999885559082,,,,clean,0.0,none,11.856499178409576,0.0,0.6299999737739563,two edge clusters with a normal large middle free region
S03_F02_two_sides_6.ply,S03,2,two_sides_6,8,438,1,8,right,VISIBLE,0,mask_7_f.ply,6947,13.113249607086182,0.0,0.681750454902649,-2.0999999999999996,1.2835009098052979,1.5699987411499023,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F02_two_sides_6.ply,S03,2,two_sides_6,9,522,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-0.7,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F03_two_sides_7.ply,S03,3,two_sides_7,0,442,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0999999999999996,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F03_two_sides_7.ply,S03,3,two_sides_7,1,669,1,1,left,VISIBLE,0,mask_12_f.ply,7429,1.8482499051094055,0.0,0.6432499670982361,-0.7,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F03_two_sides_7.ply,S03,3,two_sides_7,2,285,1,2,left,VISIBLE,0,mask_14_f.ply,7165,3.096499876976013,0.0,0.6600000047683716,0.7,1.2400000095367432,1.6900005340576172,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F03_two_sides_7.ply,S03,3,two_sides_7,3,238,1,3,left,VISIBLE,1,mask_1_f.ply,8255,4.331499795913697,0.0,0.6299999141693116,2.0999999999999996,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,4.331499795913697,0.0,0.6299999141693116,two edge clusters with a normal large middle free region
S03_F03_two_sides_7.ply,S03,3,two_sides_7,7,704,1,7,right,VISIBLE,0,mask_6_f.ply,6322,11.856499178409576,0.0,0.6299999737739563,2.0999999999999996,1.1799999475479126,1.619999885559082,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F03_two_sides_7.ply,S03,3,two_sides_7,8,156,1,8,right,VISIBLE,0,mask_7_f.ply,6956,13.113249607086182,0.0,0.681750454902649,-2.0999999999999996,1.2835009098052979,1.5699987411499023,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F03_two_sides_7.ply,S03,3,two_sides_7,9,887,1,9,right,VISIBLE,0,mask_10_f.ply,5835,14.375000030994416,0.0,0.6349999690055848,-0.7,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F04_two_sides_8.ply,S03,4,two_sides_8,0,179,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0999999999999996,1.1899999380111694,1.5900001525878906,0.0,0.0,0.0,clean,0.0,none,,,,two edge clusters with a normal large middle free region
S03_F04_two_sides_8.ply,S03,4,two_sides_8,1,393,1,1,left,VISIBLE,0,mask_12_f.ply,7415,1.8482499051094055,0.0,0.6432499670982361,-0.7,1.2064999341964722,1.5600004196166992,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F04_two_sides_8.ply,S03,4,two_sides_8,2,450,1,2,left,VISIBLE,0,mask_14_f.ply,7152,3.096499876976013,0.0,0.6600000047683716,0.7,1.2400000095367432,1.6900005340576172,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F04_two_sides_8.ply,S03,4,two_sides_8,3,543,1,3,left,VISIBLE,0,mask_1_f.ply,8071,4.331499795913697,0.0,0.6299999141693116,2.0999999999999996,1.179999828338623,1.6600008010864258,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S03_F04_two_sides_8.ply,S03,4,two_sides_8,6,653,1,6,right,VISIBLE,1,mask_5_f.ply,8733,10.641499180793762,0.0,0.640000023841858,0.7,1.2000000476837158,1.619999885559082,,,,clean,0.0,none,10.641499180793762,0.0,0.640000023841858,two edge clusters with a normal large middle free region
S03_F04_two_sides_8.ply,S03,4,two_sides_8,7,835,1,7,right,VISIBLE,0,mask_6_f.ply,6285,11.856499178409576,0.0,0.6299999737739563,2.0999999999999996,1.1799999475479126,1.619999885559082,0.0,0.0,0.0,roll_mild,0.0,none,,,,two edge clusters with a normal large middle free region | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
