pair_id,sequence_id,pair_type,previous_file,current_file,global_id,previous_instance_id,current_instance_id,relation_gt,visibility_event_gt,previous_visibility,current_visibility,is_new_gt,dx_gt_m,dy_gt_m,dz_gt_m,displacement_gt_m,layer_gt,slot_gt
pair_002,C01,temporal_adjacent,C01_F02_new_plus_partial_all_move.ply,C01_F03_third_new_large_gap.ply,1,702,828,SAME_OBJECT,VISIBLE_TO_PARTIAL_VISIBLE,VISIBLE,PARTIAL_VISIBLE,0,0.030000000000000027,0.01,0.0,0.03162277660168382,1,1
pair_002,C01,temporal_adjacent,C01_F02_new_plus_partial_all_move.ply,C01_F03_third_new_large_gap.ply,2,157,787,SAME_OBJECT,PARTIAL_VISIBLE_TO_VISIBLE,PARTIAL_VISIBLE,VISIBLE,0,0.07000000000000028,0.03,-0.010000000000000009,0.07681145747868634,1,2
pair_002,C01,temporal_adjacent,C01_F02_new_plus_partial_all_move.ply,C01_F03_third_new_large_gap.ply,3,170,402,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.13000000000000078,0.010000000000000002,0.010000000000000009,0.13076696830622098,1,3
pair_002,C01,temporal_adjacent,C01_F02_new_plus_partial_all_move.ply,C01_F03_third_new_large_gap.ply,4,772,915,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.21999999999999975,-0.020000000000000004,0.0,0.22090722034374496,1,4
pair_002,C01,temporal_adjacent,C01_F02_new_plus_partial_all_move.ply,C01_F03_third_new_large_gap.ply,5,,908,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,5
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,0,142,768,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.020000000000000018,0.009999999999999998,0.0,0.02236067977499791,1,0
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,1,828,276,SAME_OBJECT,PARTIAL_VISIBLE_TO_VISIBLE,PARTIAL_VISIBLE,VISIBLE,0,-0.030000000000000027,-0.02,0.0050000000000000044,0.036400549446402614,1,1
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,2,787,474,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.050000000000000266,0.019999999999999997,0.0,0.053851648071345286,1,2
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,3,402,517,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.08000000000000007,-0.010000000000000002,-0.0050000000000000044,0.08077747210701763,1,3
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,4,915,597,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.11000000000000032,0.030000000000000006,0.0,0.11401754250991411,1,4
pair_003,C01,temporal_adjacent,C01_F03_third_new_large_gap.ply,C01_F04_settling_rebound.ply,5,908,429,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.16000000000000014,-0.04,0.010000000000000009,0.1652271164185832,1,5
pair_004,C02,temporal_adjacent,C02_F00_right_complex_start.ply,C02_F01_right_far_gap_new.ply,6,,552,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,6
pair_004,C02,temporal_adjacent,C02_F00_right_complex_start.ply,C02_F01_right_far_gap_new.ply,7,445,907,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.11999999999999922,0.03,0.010000000000000009,0.1240967364599078,1,7
pair_004,C02,temporal_adjacent,C02_F00_right_complex_start.ply,C02_F01_right_far_gap_new.ply,8,397,186,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.05999999999999872,-0.02,0.0,0.06324555320336638,1,8
pair_004,C02,temporal_adjacent,C02_F00_right_complex_start.ply,C02_F01_right_far_gap_new.ply,9,621,244,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.02999999999999936,0.009999999999999998,-0.0050000000000000044,0.03201562118716365,1,9
pair_005,C02,temporal_adjacent,C02_F01_right_far_gap_new.ply,C02_F02_right_new_partial.ply,5,,160,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,5
pair_005,C02,temporal_adjacent,C02_F01_right_far_gap_new.ply,C02_F02_right_new_partial.ply,6,552,815,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.20000000000000107,0.010000000000000002,0.0,0.20024984394500892,1,6
pair_005,C02,temporal_adjacent,C02_F01_right_far_gap_new.ply,C02_F02_right_new_partial.ply,7,907,890,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.13000000000000078,-0.010000000000000002,0.0,0.13038404810405374,1,7
pair_005,C02,temporal_adjacent,C02_F01_right_far_gap_new.ply,C02_F02_right_new_partial.ply,8,186,365,SAME_OBJECT,VISIBLE_TO_PARTIAL_VISIBLE,VISIBLE,PARTIAL_VISIBLE,0,-0.08000000000000007,0.02,0.010000000000000009,0.08306623862918082,1,8
pair_005,C02,temporal_adjacent,C02_F01_right_far_gap_new.ply,C02_F02_right_new_partial.ply,9,244,861,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.040000000000000924,-0.019999999999999997,0.0,0.04472135954999662,1,9
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,4,,228,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,4
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,5,160,277,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.17999999999999972,-0.030000000000000006,0.010000000000000009,0.18275666882497038,1,5
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,6,815,146,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.1399999999999988,0.02,0.0,0.1414213562373083,1,6
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,7,890,520,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.09999999999999964,0.020000000000000004,0.0,0.10198039027185535,1,7
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,8,365,175,SAME_OBJECT,PARTIAL_VISIBLE_TO_VISIBLE,PARTIAL_VISIBLE,VISIBLE,0,-0.05000000000000071,-0.009999999999999998,-0.010000000000000009,0.051961524227067006,1,8
pair_006,C02,temporal_adjacent,C02_F02_right_new_partial.ply,C02_F03_right_third_new_yaw.ply,9,861,577,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.019999999999999574,0.0,0.0,0.019999999999999574,1,9
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,4,228,607,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.03000000000000025,0.009999999999999995,0.0,0.03162277660168403,1,4
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,5,277,332,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.030000000000001137,-0.010000000000000002,0.0,0.03162277660168487,1,5
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,6,146,414,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.02999999999999936,0.01,0.0,0.03162277660168319,1,6
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,7,520,824,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.009999999999999787,-0.010000000000000002,0.0,0.014142135623730802,1,7
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,8,175,152,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.009999999999999787,0.009999999999999998,0.0,0.014142135623730798,1,8
pair_007,C02,temporal_adjacent,C02_F03_right_third_new_yaw.ply,C02_F04_right_settling.ply,9,577,859,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.009999999999999787,-0.01,0.0,0.0141421356237308,1,9
pair_008,C03,temporal_adjacent,C03_F00_two_side_complex_start.ply,C03_F01_left_new_far_gap.ply,0,294,693,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000018,0.01,0.0,0.022360679774997914,1,0
pair_008,C03,temporal_adjacent,C03_F00_two_side_complex_start.ply,C03_F01_left_new_far_gap.ply,1,299,337,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.07999999999999985,-0.02,0.010000000000000009,0.08306623862918061,1,1
pair_008,C03,temporal_adjacent,C03_F00_two_side_complex_start.ply,C03_F01_left_new_far_gap.ply,2,,541,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,2
pair_008,C03,temporal_adjacent,C03_F00_two_side_complex_start.ply,C03_F01_left_new_far_gap.ply,8,353,488,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.05000000000000071,0.02,0.0,0.0538516480713457,1,8
pair_008,C03,temporal_adjacent,C03_F00_two_side_complex_start.ply,C03_F01_left_new_far_gap.ply,9,415,681,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.019999999999999574,-0.01,0.0,0.022360679774997515,1,9
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,0,693,594,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000018,0.0,0.0,0.020000000000000018,1,0
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,1,337,796,SAME_OBJECT,VISIBLE_TO_PARTIAL_VISIBLE,VISIBLE,PARTIAL_VISIBLE,0,0.050000000000000044,0.02,0.0,0.053851648071345085,1,1
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,2,541,328,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.1200000000000001,-0.030000000000000002,0.010000000000000009,0.12409673645990867,1,2
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,7,,462,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,7
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,8,488,876,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.08999999999999986,-0.02,0.010000000000000009,0.09273618495495689,1,8
pair_009,C03,temporal_adjacent,C03_F01_left_new_far_gap.ply,C03_F02_right_new_partial_left.ply,9,681,472,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.030000000000001137,0.01,0.0,0.03162277660168487,1,9
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,0,594,343,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.039999999999999925,-0.01,0.0,0.04123105625617653,1,0
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,1,796,805,SAME_OBJECT,PARTIAL_VISIBLE_TO_VISIBLE,PARTIAL_VISIBLE,VISIBLE,0,0.05999999999999983,0.0,0.0,0.05999999999999983,1,1
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,2,328,104,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.08000000000000007,0.009999999999999998,0.0,0.08062257748298557,1,2
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,3,,267,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,3
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,6,,144,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,6
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,7,462,642,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.07000000000000028,0.0,0.0,0.07000000000000028,1,7
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,8,876,321,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.054999999999999716,0.01,0.0,0.05590169943749446,1,8
pair_010,C03,temporal_adjacent,C03_F02_right_new_partial_left.ply,C03_F03_two_new_both_sides.ply,9,472,307,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.03999999999999915,-0.01,0.0,0.04123105625617578,1,9
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,0,343,909,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000018,-0.01,0.0,0.022360679774997914,1,0
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,1,805,272,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000018,0.009999999999999998,0.0,0.02236067977499791,1,1
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,2,104,612,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000018,-0.009999999999999998,0.0,0.02236067977499791,1,2
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,3,267,214,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.020000000000000462,0.009999999999999995,0.0,0.022360679774998306,1,3
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,6,144,271,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.030000000000001137,-0.009999999999999995,0.0,0.03162277660168487,1,6
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,7,642,,SAME_OBJECT,VISIBLE_TO_OCCLUDED,VISIBLE,OCCLUDED,0,-0.030000000000001137,0.010000000000000002,0.0,0.03162277660168487,1,7
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,8,321,404,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.02999999999999936,-0.01,0.0,0.03162277660168319,1,8
pair_011,C03,temporal_adjacent,C03_F03_two_new_both_sides.ply,C03_F04_two_side_with_occluded.ply,9,307,409,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.02999999999999936,0.01,0.0,0.03162277660168319,1,9
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,0,909,998,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.010000000000000009,0.0,0.0,0.010000000000000009,1,0
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,1,272,436,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.009999999999999787,0.0,0.0,0.009999999999999787,1,1
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,2,612,994,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.010000000000000231,0.0,0.0,0.010000000000000231,1,2
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,3,214,102,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,-0.009999999999999787,0.0,0.0,0.009999999999999787,1,3
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,6,271,335,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.010000000000001563,0.0,0.0,0.010000000000001563,1,6
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,7,,602,SAME_OBJECT,OCCLUDED_TO_PARTIAL_VISIBLE,OCCLUDED,PARTIAL_VISIBLE,0,0.010000000000001563,0.0,0.0,0.010000000000001563,1,7
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,8,404,967,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.009999999999999787,0.0,0.0,0.009999999999999787,1,8
pair_012,C03,temporal_adjacent,C03_F04_two_side_with_occluded.ply,C03_F05_occluded_return_partial.ply,9,409,227,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.009999999999999787,0.0,0.0,0.009999999999999787,1,9
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,0,673,441,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.7200000000000001,-0.02,0.0,0.7202777242147643,1,0
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,1,757,713,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.72,0.02,0.0,0.7202777242147642,1,1
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,2,849,870,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.7199999999999998,-0.02,0.0,0.720277724214764,1,2
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,3,322,438,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.7199999999999998,0.02,0.0,0.720277724214764,1,3
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,4,507,786,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.7199999999999998,-0.02,0.0,0.720277724214764,1,4
pair_013,C04,temporal_adjacent,C04_F00_same_geom_start.ply,C04_F01_nearest_neighbor_trap.ply,5,519,305,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.7199999999999998,0.02,0.0,0.720277724214764,1,5
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,0,441,948,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.48,-0.009999999999999998,-0.0050000000000000044,0.48013019067748697,1,0
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,1,713,626,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.48,0.0,0.0050000000000000044,0.48002604096027957,1,1
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,2,870,914,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.4800000000000004,0.01,-0.0050000000000000044,0.4801301906774874,1,2
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,3,438,297,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.47999999999999954,-0.01,0.0050000000000000044,0.48013019067748647,1,3
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,4,786,270,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.4800000000000004,0.0,-0.0050000000000000044,0.48002604096028,1,4
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,5,305,542,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.4800000000000004,0.009999999999999998,0.0050000000000000044,0.4801301906774874,1,5
pair_014,C04,temporal_adjacent,C04_F01_nearest_neighbor_trap.ply,C04_F02_same_spec_new_after_shift.ply,6,,603,NEW,ABSENT_TO_VISIBLE,ABSENT,VISIBLE,1,,,,,1,6
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,0,948,939,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.17999999999999972,0.009999999999999998,0.0,0.1802775637731992,1,0
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,1,626,179,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.20000000000000018,-0.01,0.0,0.20024984394500803,1,1
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,2,914,223,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.21999999999999975,0.01,0.0,0.22022715545545216,1,2
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,3,297,918,SAME_OBJECT,VISIBLE_TO_PARTIAL_VISIBLE,VISIBLE,PARTIAL_VISIBLE,0,0.2400000000000002,-0.01,0.0,0.2402082429892865,1,3
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,4,270,858,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.2599999999999998,0.01,0.0,0.2601922366251535,1,4
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,5,542,844,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.27999999999999936,-0.009999999999999998,0.0,0.28017851452243736,1,5
pair_015,C04,temporal_adjacent,C04_F02_same_spec_new_after_shift.ply,C04_F03_same_geom_partial_center.ply,6,603,381,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.3000000000000007,0.010000000000000002,0.0,0.3001666203960734,1,6
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,0,939,671,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.050000000000000266,0.0,0.0,0.050000000000000266,1,0
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,1,179,452,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.04999999999999982,0.0,0.0,0.04999999999999982,1,1
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,2,223,,SAME_OBJECT,VISIBLE_TO_OCCLUDED,VISIBLE,OCCLUDED,0,0.04999999999999982,0.0,0.0,0.04999999999999982,1,2
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,3,918,714,SAME_OBJECT,PARTIAL_VISIBLE_TO_VISIBLE,PARTIAL_VISIBLE,VISIBLE,0,0.04999999999999982,0.0,0.0,0.04999999999999982,1,3
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,4,858,325,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.04999999999999982,0.0,0.0,0.04999999999999982,1,4
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,5,844,800,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.05000000000000071,0.0,0.0,0.05000000000000071,1,5
pair_016,C04,temporal_adjacent,C04_F03_same_geom_partial_center.ply,C04_F04_same_geom_occluded.ply,6,381,885,SAME_OBJECT,VISIBILITY_STABLE,VISIBLE,VISIBLE,0,0.05000000000000071,0.0,0.0,0.05000000000000071,1,6
